Portfolio,Agency,Asset Type,Header 1,Header 2,Header 3,Project Name,SA4 Name,Total Estimated Cost,Expenditure to 30-06-24,Budget 2024-25,Post 2024-25,Latitude,Longitude
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,"Plant, equipment and minor works",Central Queensland,N/A,N/A,"2,285",Ongoing,-23.8404,151.2543
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Marina projects,Central Queensland,N/A,N/A,950,Ongoing,-23.8338,151.2468
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Marine pilot services projects,Central Queensland,N/A,N/A,"3,500",Ongoing,-23.8404,151.2543
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Auckland Point 3 projects,Central Queensland,N/A,N/A,"2,890",Ongoing,-23.832378,151.25933
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Tug facility projects,Central Queensland,"1,416",774,,642,-23.832378,151.25933
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",RG Tanna Coal Terminal Projects,,,Ship loader (SL1) replacement,Central Queensland,"63,921",N/A,"5,392","58,529",-23.832378,151.25933
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Right-of-use lease assets,Central Queensland,N/A,N/A,"5,472",Ongoing,-23.8404,151.2543
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Barney Point projects,Central Queensland,N/A,N/A,"2,500",Ongoing,-23.8353,151.2712
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Auckland Point Central projects,Central Queensland,N/A,N/A,300,Ongoing,-23.832378,151.25933
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Gladstone Ports Corporation Limited - Northern Land Expansion Project,Central Queensland,"116,000","10,000","33,875","72,125",-23.790467,151.179859
Transport and Main Roads,Gold Coast Waterways Authority,"Property, Plant and Equipment",,,,"Boating Infrastructure Program, various locations",Gold Coast,N/A,N/A,"2,200",Ongoing,,
Transport and Main Roads,Gold Coast Waterways Authority,"Property, Plant and Equipment",,,,"Plant, equipment and minor works",Gold Coast,N/A,N/A,"1,900",Ongoing,,
Transport and Main Roads,Gold Coast Waterways Authority,"Property, Plant and Equipment",,,,"Spit Masterplan (Southport), northern end of Main Beach, implement spit masterplan",Gold Coast,"26,536","12,541","4,622","9,373",,
Transport and Main Roads,Gold Coast Waterways Authority,"Property, Plant and Equipment",,,,"Navigational Access and Safety Program, various locations, dredging navigation channels",Gold Coast,N/A,N/A,"1,370",Ongoing,,
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,Louisa Creek Acquisition Program,Mackay - Isaac - Whitsunday,N/A,N/A,"1,052",Ongoing,-21.2777,149.2895
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,Marine Offloading Facility Expansion - Stage 1,Mackay - Isaac - Whitsunday,"4,046",46,"2,000","2,000",-19.8883,148.0811
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,5 Yearly Dredging at Hay Point,Mackay - Isaac - Whitsunday,N/A,N/A,"3,329",Ongoing,-21.2777,149.2895
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,Middle Breakwater Fuel Line Supports Replacement,Mackay - Isaac - Whitsunday,"6,667",667,"6,000",N/A,-21.1031,149.2226
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,Hydrogen trade studies,Mackay - Isaac - Whitsunday,N/A,N/A,250,Ongoing,-21.1031,149.2226
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,North Queensland Bulk Ports Corporation Limited - Port Development General,Mackay - Isaac - Whitsunday,N/A,N/A,"2,529",Ongoing,,
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,Wharf 5 Dolphin Walkways,Mackay - Isaac - Whitsunday,"1,500",N/A,"1,500",N/A,-21.1031,149.2226
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,Bowen Wharf - planning and designs,Mackay - Isaac - Whitsunday,"4,961",961,"2,000","2,000",-19.8883,148.0811
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,Wharf 1 Western Deck Extension - planning,Mackay - Isaac - Whitsunday,"1,900",N/A,"1,000",900,-21.1031,149.2226
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,New Container Heavy Duty Laydown Area,Mackay - Isaac - Whitsunday,"18,000",N/A,"8,000","10,000",-21.1031,149.2226
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,Port of Mackay New Administration Building,Mackay - Isaac - Whitsunday,N/A,N/A,"2,500",Ongoing,-21.1031,149.2226
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,Grain rail loop end of life upgrade,Mackay - Isaac - Whitsunday,"2,000",N/A,"2,000",N/A,-21.1031,149.2226
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,Wharf 1 Laydown Area,Mackay - Isaac - Whitsunday,N/A,N/A,"1,000",Ongoing,-21.1031,149.2226
Transport and Main Roads,North Queensland Bulk Ports Corporation Limited,"Property, Plant and Equipment",,,,Mulherin Park Improvement,Mackay - Isaac - Whitsunday,N/A,N/A,250,Ongoing,-21.1031,149.2226
Transport and Main Roads,Port of Townsville Limited,"Property, Plant and Equipment",,,,Wharf facilities upgrades,Townsville,N/A,N/A,"13,555",Ongoing,-19.24918,146.83675
Transport and Main Roads,Port of Townsville Limited,"Property, Plant and Equipment",,,,Road network upgrades,Townsville,N/A,N/A,"7,919",Ongoing,-19.24918,146.83675
Transport and Main Roads,Port of Townsville Limited,"Property, Plant and Equipment",,,,Channel capacity upgrade,Townsville,"251,180","232,809","18,371",N/A,-19.24918,146.83675
Transport and Main Roads,Port of Townsville Limited,"Property, Plant and Equipment",,,,"Plant, equipment and minor works",Townsville,N/A,N/A,"2,992",Ongoing,-19.24918,146.83675
Transport and Main Roads,Port of Townsville Limited,"Property, Plant and Equipment",,,,Other infrastructure and maintenance works,Townsville,N/A,N/A,"13,198",Ongoing,-19.24918,146.83675
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Externally Led,,,Other park 'n' rides,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"16,939",Ongoing,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Internally Led,,,"Banyo train station, St Vincents Road, upgrade station",Brisbane - North,"65,656","35,363","30,243",50,-27.3749,153.077309
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Internally Led,,,"Bundamba train station, Mining Street, upgrade station",Ipswich,"53,745","34,118","19,577",50,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Internally Led,,,"Burpengary train station, Burpengary Road, upgrade station",Moreton Bay - North,"45,972","31,338","14,584",50,-27.1619,152.957402
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Internally Led,,,"Lindum train station, Sibley Road, upgrade station",Brisbane - East,"62,381","33,774","28,109",497,-27.4424,153.144125
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Internally Led,,,"Morningside train station, Waminda Street, upgrade station",Brisbane Inner City,"68,025","38,016","29,734",275,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Externally Led,,,Other station and network improvements,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"8,347",Ongoing,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Regional Network,,,Maintenance of below rail assets - Townsville - Mount Isa Rail Line,"Queensland - Outback,Townsville",N/A,N/A,"21,792",Ongoing,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Internally Led,,,"Buranda train station, Arne Street (Woolloongabba), upgrade station",Brisbane - South,"70,079","26,581","43,448",50,-27.4966,153.04064
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Externally Led,,,"Breakfast Creek Bridge, realign track",Brisbane Inner City,"48,455","32,733","9,188","6,534",-27.4337,153.039785
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Externally Led,,,"European Train Control System Signalling Program: Phase 1 (Pilot line, Tunnel, and Sector 1 to Moorooka)",Brisbane Inner City,"1,318,323","688,555","272,400","357,368",,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Externally Led,,,Station Upgrades Fairfield to Salisbury,Brisbane - South,"105,355","58,064","25,680","21,610",,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Externally Led,,,Mayne Yard Relocations,Brisbane Inner City,"27,337","17,307","5,190","4,839",,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Externally Led,,,Other European Train Control System Level 2 - Inner City,Brisbane Inner City,N/A,N/A,"36,393",Ongoing,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Externally Led,,,"Clapham Yard Stabling (Moorooka), construct stabling yard",Brisbane - South,"532,356","204,779","123,000","204,577",-27.5359,153.013655
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Externally Led,,,Inner City signalling upgrades,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","74,739","48,160","13,531","13,048",,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Growth - Externally Led,,,Other rail network enhancements,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"10,226",Ongoing,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",South East Queensland Network,,,"Rail Network Maintenance Program, South East Queensland network, maintain below rail assets","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"54,650",Ongoing,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",South East Queensland Network,,,"Rail Network Maintenance Program, South East Queensland network, maintain above rail assets","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"118,081",Ongoing,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Regional Network,,,"Rail Network Maintenance Program, North Coast Line, maintain below rail assets","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"96,665",Ongoing,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Regional Network,,,"Rail Network Maintenance Program, Regional network, maintain above rail assets","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"83,789",Ongoing,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Regional Network,,,"Rail Network Maintenance Program, West Moreton, maintain below rail assets","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"56,522",Ongoing,,
Transport and Main Roads,Queensland Rail Limited,"Property, Plant and Equipment",Regional Network,,,"Rail Network Maintenance Program, Western region, maintain below rail assets","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"31,962",Ongoing,,
